733.81,-691.98,curva,,182
736.43,-681.82,curva,,183
742.48,-660.31,curva,,184
745.78,-649.22,curva,,185
752.28,-626.37,curva,,186
755.47,-614.61,curva,,187
759.16,-598.56,curva,,188
760.13,-594.01,curva,,189
764.06,-568.16,curva,,190
764.41,-561.79,curva,,191
764.47,-559.40,curva,,192
764.43,-554.80,curva,,193
764.33,-552.57,curva,,194
763.89,-547.78,curva,,195
763.52,-545.26,curva,,196
762.64,-541.37,curva,,197
762.23,-539.91,curva,,198
761.17,-536.82,curva,,199
760.48,-535.23,curva,223,200
759.25,-532.93,curva,,201
758.77,-532.15,curva,,202
757.76,-530.66,curva,,203
757.22,-529.96,curva,,204
756.23,-528.81,curva,,205
755.80,-528.35,curva,,206
754.91,-527.48,curva,123,207
754.45,-527.07,curva,,208
753.46,-526.26,curva,100,209
752.92,-525.86,curva,,210
751.00,-524.57,curva,,211
749.50,-523.78,curva,,212
746.78,-522.66,curva,88,213
745.62,-522.27,curva,,214
743.20,-521.57,curva,,215
741.94,-521.28,curva,,216
738.89,-520.70,curva,,217
737.06,-520.45,curva,162,218
733.27,-520.08,curva,,219
731.29,-519.97,curva,,220
725.89,-519.83,curva,,221
722.36,-519.90,curva,,222
714.23,-520.27,curva,,223
709.58,-520.62,curva,,224
696.54,-521.69,curva,,225
687.96,-522.49,curva,,226
676.80,-522.95,curva,,227
674.05,-523.01,curva,,228
668.61,-523.00,curva,,229
665.93,-522.92,curva,109,230
660.68,-522.57,curva,,231
658.12,-522.30,curva,,232
650.90,-521.22,curva,,233
646.41,-520.15,curva,,234
637.86,-517.33,curva,,235
633.80,-515.58,curva,,236
626.07,-511.47,curva,242,237
622.40,-509.11,curva,,238
605.11,-496.03,curva,,239
594.07,-481.26,curva,,240
571.62,-439.97,curva,,241
561.69,-411.13,curva,,242
551.86,-382.14,curva,,243
540.14,-374.82,curva,,244
528.43,-367.51,curva,,245
516.71,-360.19,curva,,246
500.25,-353.26,curva,,247
483.79,-346.33,curva,,248
467.33,-339.40,recta,186,249
452.55,-335.99,recta,,250
437.78,-332.58,recta,,251
423.00,-329.17,recta,,252
308.42,-313.04,recta,,253
193.85,-296.90,curva,,254
79.28,-280.77,curva,,255
77.06,-272.46,curva,,256
74.85,-264.16,curva,,257
72.63,-255.85,curva,,258
71.30,-245.02,curva,,259
69.96,-234.18,curva,,260
68.63,-223.34,curva,,261
66.29,-200.71,curva,,262
63.96,-178.07,curva,,263
61.63,-155.44,curva,,264
60.37,-147.61,curva,,265
59.12,-139.79,curva,,266
57.86,-131.96,curva,,267
56.61,-126.97,curva,,268
55.37,-121.99,curva,,269
54.12,-117.00,curva,,270
51.56,-114.72,curva,,271
49.00,-112.44,curva,,272
46.44,-110.16,curva,,273
43.94,-109.80,curva,,274
41.44,-109.45,curva,,275
38.94,-109.09,curva,,276
35.52,-111.07,curva,,277
32.11,-113.04,curva,,278
28.69,-115.02,curva,,279
22.27,-122.38,curva,,280
15.85,-129.74,curva,,281
9.43,-137.10,curva,,282
5.80,-139.23,recta,,283
2.16,-141.36,recta,,284
-1.48,-143.49,recta,,285
-5.85,-143.37,recta,,286
-10.22,-143.25,recta,,287
-14.59,-143.12,recta,,288
-19.09,-141.36,recta,,289
-23.58,-139.60,recta,,290
-28.08,-137.84,recta,,291
-32.09,-136.13,recta,,292
-36.11,-134.43,recta,,293
-40.12,-132.73,recta,,294
-46.89,-131.64,curva,,295
-53.65,-130.55,curva,,296
-60.42,-129.46,curva,,297
-67.29,-128.62,curva,,298
-74.15,-127.77,curva,,299
-81.02,-126.92,curva,,300
-89.53,-126.09,curva,,301
-98.04,-125.26,curva,,302
-106.55,-124.43,curva,,303
-110.09,-122.53,curva,,304
-113.62,-120.63,curva,,305
-117.16,-118.74,curva,,306
-119.68,-115.68,curva,,307
-122.20,-112.61,curva,,308
-124.73,-109.55,curva,,309
-124.33,-104.56,curva,,310
-123.93,-99.57,curva,,311
-123.53,-94.58,curva,,312
-123.33,-92.57,curva,,313
-123.13,-90.56,curva,,314
-122.93,-88.55,curva,,315
